f3,f4,f6,f9,f10,f15,f16,f17,f18,f19,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,duration_min,hour,day_of_week,season,f1_Source1,f1_Source2,f1_Source3,f12_US/Central,f12_US/Eastern,f12_US/Mountain,f12_US/Pacific,y
-0.43,-1.33,-0.26,4635,15346,0.14,0.5,0.34,2516,-0.8,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,-0.33,-1.45,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-0.67,-0.16,-0.33,277,5086,0.71,-0.02,0.34,2743,0.92,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.3,0.22,1.22,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,3
-1.5,0.77,-0.33,2186,7818,1.02,0.37,0.34,961,0.08,9013,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,0.91,0.78,-0.56,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
0.75,0.68,-0.32,266,1056,-0.7,0.3,0.34,1340,0.47,1885,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.46,1.89,-1.45,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
0.68,0.61,-0.22,1220,1056,-1.14,-0.58,0.34,2907,0.23,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,-0.88,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.75,0.7,-0.24,173,7818,-0.48,0.46,0.34,2364,-0.8,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.01,0.22,-1.45,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.18,0.16,-0.33,116,1371,1.11,0.45,0.34,2743,-0.46,3144,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.56,0.78,-0.56,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
0.57,0.95,-0.01,118,2633,1.24,-0.78,-2.65,2907,0.06,3144,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.04,0.73,0.22,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
1.69,0.05,-0.33,28,1770,1.37,-0.66,-2.65,2650,0.06,909,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,1.65,-1.44,1.22,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-0.45,-1.34,-0.3,4635,15346,-0.92,0.38,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,1.83,1.89,0.33,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-0.52,0.73,-0.33,153,1476,-1.36,0.14,0.34,2317,-0.46,23036,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,0.54,1.89,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.14,-0.17,-0.33,387,738,-1.18,-1.09,0.34,3422,2.99,321,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-0.38,0.78,-1.45,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,3
0.93,1.2,0.28,236,3053,-0.83,0.5,0.34,2907,1.78,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.73,-1.44,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.32,-1.36,-0.33,4635,15346,1.06,-0.4,0.34,2319,1.09,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.74,-0.88,-1.45,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-1.33,-0.22,-0.33,342,5086,1.06,0.91,-0.03,2341,1.26,3473,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.74,-0.33,1.22,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,3
0.72,0.5,-0.33,557,589,-0.7,-0.31,0.34,3415,-0.46,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,0.73,0.78,-0.56,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
0.53,-0.93,-0.33,12,775,1.19,-4.31,0.34,3282,-0.29,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.74,0.22,1.22,0.9,-0.87,-0.11,-0.52,-0.93,4.19,-0.61,2
-1.9,0.84,-0.33,274,7818,1.06,0.51,0.34,2319,-0.53,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.11,-0.33,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.17,0.51,0.74,8,1488,0.93,-0.4,-1.91,3282,0.23,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.01,-0.38,0.78,1.22,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
0.26,-1.57,-0.32,875,15346,-0.08,0.33,0.34,1614,0.66,3473,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.18,1.33,1.22,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,2
0.31,-1.53,-0.33,292,15346,-0.66,0.47,-0.78,2907,-0.32,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.11,-1.44,-0.56,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,3
0.01,-0.07,-0.33,274,738,0.0,0.58,0.34,1340,0.47,3473,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-0.74,0.22,1.22,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
0.34,-1.47,0.06,36,15346,-2.15,-1.81,0.34,3175,0.06,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.18,0.78,-0.56,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
0.78,1.11,-0.33,1220,2620,1.37,-0.08,-1.53,8869,-1.32,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.74,0.78,-0.56,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-2.04,0.83,0.08,2298,7818,1.02,0.5,0.34,2516,0.4,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.1,-0.88,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.2,0.27,-0.33,242,1371,1.11,0.61,-1.91,2319,0.92,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.74,0.78,1.22,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,3
0.51,-1.52,-0.33,133,15346,0.44,0.87,-2.73,2907,-0.53,692,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.74,-0.33,0.33,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,2
0.96,-0.99,0.71,86,775,-0.7,-4.37,0.34,3749,-0.11,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-0.74,-0.88,-1.45,-1.12,1.15,-0.11,-0.52,-0.93,4.19,-0.61,2
0.89,1.18,-0.33,215,1220,-1.01,0.57,0.34,3067,0.26,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.1,-1.44,-0.56,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.26,0.72,-0.25,470,3372,1.02,-0.52,-2.65,2650,-0.11,727,-0.02,2.79,-0.07,-0.28,19.17,-0.01,-0.16,-0.03,-0.42,-0.03,-0.01,-1.44,-1.45,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.65,0.69,-0.31,351,7818,0.53,0.5,0.34,3422,1.44,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,-0.19,0.22,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.68,-0.11,-0.33,1410,5086,1.55,0.05,-2.65,3282,0.75,727,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,0.78,0.33,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
-1.98,0.84,0.74,470,7818,-0.08,0.37,0.34,2516,0.75,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.73,1.89,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.91,1.2,0.39,372,3053,-0.3,0.42,0.34,2516,-0.29,9013,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,0.18,0.78,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.16,-0.18,-0.33,903,5086,-1.76,-0.3,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.1,-0.88,0.33,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
1.08,0.77,-0.33,459,1056,0.75,0.58,4.08,3067,0.26,1885,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-0.74,-0.33,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.45,-1.35,-0.05,4635,15346,-0.7,0.32,-1.91,3749,0.06,692,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.36,-1.44,0.33,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
1.84,-1.61,-0.33,307,1583,0.71,0.59,0.34,3415,0.08,7266,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.48,0.78,0.33,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,2
-0.57,-1.31,0.23,908,15346,-1.32,0.52,0.34,3422,-0.29,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,1.33,-1.45,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
0.31,-1.59,-0.33,153,15346,-0.44,0.42,0.34,1548,3.04,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.56,1.89,-0.56,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,2
0.98,1.2,0.25,344,3053,-0.74,0.51,0.34,2743,-0.8,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,-0.88,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.64,-0.12,1.14,1410,5086,0.71,0.47,0.34,3333,0.0,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.01,-1.66,1.89,-0.56,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,4
-0.6,-0.12,0.34,51,5086,0.49,0.37,0.34,2276,-0.72,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.01,2.02,-1.44,-1.45,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,3
-0.26,0.47,-0.28,142,885,1.15,-0.44,0.34,2650,-0.29,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.66,-0.88,-0.56,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-0.14,0.31,1.35,25,1488,0.93,0.26,-3.03,3282,2.47,9,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.28,0.22,1.22,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-0.42,-1.32,-0.19,957,15346,0.53,-0.29,0.34,2516,-0.8,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,2.02,-0.88,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-0.2,0.8,-0.33,1367,3093,-0.52,0.65,0.34,999,-0.53,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,0.18,-0.33,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.78,0.26,-0.33,11,150,1.41,0.83,0.34,1614,0.08,3473,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.74,-0.33,1.22,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
-1.85,0.84,0.11,274,7818,-0.66,0.48,0.34,3402,-0.29,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.1,-0.88,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.42,-1.31,-0.32,957,15346,-2.55,0.36,0.34,2276,1.06,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.18,-0.33,0.33,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,2
-1.13,0.2,0.05,690,1371,1.24,0.38,-0.78,2276,0.06,3144,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.01,-1.11,1.33,0.33,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-1.59,0.81,-0.33,120,7818,1.11,0.35,0.34,3422,-0.29,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.28,-1.44,-0.56,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.43,-1.3,-0.33,791,15346,0.8,-0.48,0.34,3402,0.23,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-2.22,1.33,1.22,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,2
0.7,0.6,-0.33,1220,1056,1.24,-0.45,0.34,3162,-0.46,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-0.93,-1.44,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.45,0.59,-0.33,100,1476,-0.44,-0.74,0.34,3282,-0.8,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.19,-0.88,-0.56,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
0.27,0.99,-0.28,256,2633,-1.49,0.43,0.34,2317,-0.46,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,0.18,-0.88,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.31,-0.21,-0.33,342,5086,0.97,0.43,0.34,1614,-0.13,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,0.78,0.33,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
-0.63,-0.13,-0.01,1410,5086,-1.36,0.56,0.34,3422,-0.13,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.01,-0.01,0.22,0.33,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-1.86,0.74,-0.27,312,7818,0.89,0.52,-2.65,3162,0.06,3144,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.73,-0.88,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.9,1.18,-0.01,234,1220,-1.36,0.59,0.34,3282,2.99,321,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.1,0.22,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.54,1.02,-0.09,62,2633,-0.57,0.6,0.34,3749,0.75,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,-0.88,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.47,-1.54,0.95,841,15346,1.06,0.66,0.34,2650,0.23,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.11,-0.33,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-1.55,0.81,-0.33,120,7818,-0.08,0.49,0.34,2319,1.26,7266,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-0.01,-1.44,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.06,0.92,-0.33,1123,3093,-0.66,1.0,0.34,1614,0.87,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.19,1.33,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
0.47,1.0,0.09,161,2633,-0.0,0.64,-2.65,3749,-0.29,692,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.3,-0.33,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.57,-1.29,-0.32,908,15346,0.18,0.39,0.34,3175,-0.13,3473,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.46,0.78,-1.45,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,2
0.45,0.74,0.39,87,134,0.75,-0.42,-0.03,3162,-0.11,1117,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.48,0.22,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.43,-1.34,-0.33,4635,15346,0.09,0.42,0.34,3422,0.06,6441,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.73,-1.44,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-1.48,0.71,-0.33,50,7818,1.15,0.29,0.34,3067,-0.46,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.3,-0.88,-1.45,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.14,-0.16,-0.33,903,5086,1.24,0.05,-0.78,3422,-0.29,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.02,-0.74,-0.33,1.22,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
1.47,-1.07,-0.3,57,86,-0.26,-4.91,0.34,3402,-0.46,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,1.65,-0.33,-0.56,0.9,-0.87,-0.11,-0.52,-0.93,4.19,-0.61,2
-1.1,0.58,-0.33,21,7818,1.55,0.55,0.34,2276,-0.53,1885,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.3,0.78,-0.56,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
0.27,0.98,-0.33,141,2633,-1.05,0.16,0.34,2364,-0.29,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,0.0,-0.56,0.22,-1.45,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
1.22,0.66,-0.33,378,1401,1.06,0.57,0.34,1614,0.08,7266,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-0.74,-0.33,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.59,0.69,-0.26,351,7818,0.49,0.52,0.34,3422,0.87,3473,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.01,0.91,0.78,-1.45,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,3
-0.64,-0.11,-0.33,1410,5086,-1.89,0.27,0.34,1340,-0.72,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.1,1.33,-1.45,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,3
1.71,0.08,-0.14,585,1770,0.58,-0.11,0.34,3282,-0.11,7121,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.28,1.89,0.33,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
1.24,0.67,0.02,153,1401,1.24,0.18,-2.28,3422,0.66,3144,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.01,0.91,-0.33,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,3
0.57,0.99,-0.3,106,2633,-0.7,0.31,0.34,2743,-0.11,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.56,0.78,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-2.06,0.83,-0.33,2298,7818,0.84,0.48,0.34,2276,0.26,1885,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,1.65,0.78,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.54,-1.0,-0.33,931,1498,-0.35,-0.75,0.34,2319,0.06,3144,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,6.06,-0.03,-0.42,-0.02,-1.11,0.22,1.22,-1.12,1.15,-0.11,-0.52,-0.93,4.19,-0.61,2
-0.26,0.71,-0.33,470,3372,-0.08,-0.61,0.34,3067,0.75,9013,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.1,-1.44,-0.56,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,1
0.52,1.01,-0.32,355,2633,1.24,0.27,0.34,999,-0.53,3144,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.1,-0.88,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
-0.68,-0.12,-0.33,1410,5086,-1.14,0.01,0.34,3749,0.4,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,6.06,-0.03,-0.42,-0.03,-0.74,-0.33,1.22,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
-0.39,0.55,-0.33,17,1476,0.89,-0.17,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.11,-0.88,-0.56,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.97,0.84,-0.04,470,7818,0.31,0.53,0.34,2516,0.92,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.74,0.78,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-2.02,0.83,0.25,2298,7818,-0.74,0.63,0.34,2276,1.26,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,0.01,0.18,-0.33,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.24,-0.04,-0.33,1616,5086,-1.58,0.44,0.34,3067,1.26,6441,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,-0.33,-1.45,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
-0.77,-0.93,-0.33,368,1498,-1.93,0.39,0.34,3333,0.0,7266,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.11,-0.33,-1.45,-1.12,1.15,-0.11,-0.52,-0.93,4.19,-0.61,2
0.54,0.0,0.06,143,176,0.53,-0.64,0.34,2743,-0.11,7121,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.74,-0.88,-1.45,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
0.92,1.18,-0.28,59,1220,1.11,0.02,-3.03,3067,-0.29,727,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,0.22,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.5,0.63,3.79,16,1476,0.18,-0.48,0.34,2516,-0.29,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.46,0.22,-0.56,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
-1.51,0.77,-0.22,2186,7818,0.09,0.38,0.34,3175,-0.29,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.65,1.89,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.99,1.24,-0.33,120,581,-0.96,0.62,0.34,2743,0.4,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.01,1.89,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
1.35,0.64,-0.33,375,1401,1.11,0.56,-1.16,2364,0.08,1885,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.56,0.78,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
0.93,1.2,1.04,344,3053,-0.92,0.34,0.34,1614,1.26,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.36,-1.44,-0.56,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
-1.5,0.8,-0.29,120,7818,-0.26,0.55,-0.78,3422,-0.8,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.19,0.78,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
1.05,0.64,-0.33,14,1056,0.18,-0.23,0.34,3162,-0.11,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,-0.33,-1.45,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
